text	lemma	ending	clitic	partofspeech	form	prob	freq
hiigelkahjule	hiigelkahju	le		S	sg all	1.0	1
hiigelkahjule	hiigelkahi	le		S	sg all	0.0	0
mandrid	manner	d		S	pl n	1.0	1
mandrid	mander	d		S	pl n	0.0	0
ennustanud	ennustama	nud		V	nud	1.0	1
ennustanud	ennustanud	0		A	sg n	0.0	0
ennustanud	ennustanud	0		A		0.0	0
ennustanud	ennustanud	d		A	pl n	0.0	0
väljasirutatud	väljasirutatud	0		A		1.0	1
väljasirutatud	väljasirutatud	d		A	pl n	0.0	0
väljasirutatud	väljasirutatud	0		A	sg n	0.0	0
federalist	Federal	st		H	sg el	1.0	1
federalist	Federali	st		H	sg el	0.0	0
mürgitatud	mürgitatud	0		A		1.0	1
mürgitatud	mürgitama	tud		V	tud	0.0	0
mürgitatud	mürgitatud	d		A	pl n	0.0	0
mürgitatud	mürgitatud	0		A	sg n	0.0	0
tiritud	tiritud	0		A		1.0	1
tiritud	tiritud	0		A	sg n	0.0	0
tiritud	tirima	tud		V	tud	0.0	0
tiritud	tiritud	d		A	pl n	0.0	0
bankiga	Bank	ga		H	sg kom	1.0	1
bankiga	Banki	ga		H	sg kom	0.0	0
häbenenud	häbenema	nud		V	nud	1.0	1
häbenenud	häbenenud	0		A	sg n	0.0	0
häbenenud	häbenenud	0		A		0.0	0
häbenenud	häbenenud	d		A	pl n	0.0	0
habetunud	habetunud	0		A		1.0	1
habetunud	habetunud	d		A	pl n	0.0	0
habetunud	habetuma	nud		V	nud	0.0	0
habetunud	habetunud	0		A	sg n	0.0	0
kevadet	kevad	t		S	sg p	1.0	1
kevadet	kevade	t		S	sg p	0.0	0
laiendatud	laiendatud	0		A		1.0	1
laiendatud	laiendatud	0		A	sg n	0.0	0
laiendatud	laiendama	tud		V	tud	0.0	0
laiendatud	laiendatud	d		A	pl n	0.0	0
käivitunud	käivitunud	0		A		1.0	1
käivitunud	käivitunud	d		A	pl n	0.0	0
käivitunud	käivituma	nud		V	nud	0.0	0
käivitunud	käivitunud	0		A	sg n	0.0	0
intrigeerinud	intrigeerima	nud		V	nud	1.0	1
intrigeerinud	intrigeerinud	0		A		0.0	0
intrigeerinud	intrigeerinud	0		A	sg n	0.0	0
intrigeerinud	intrigeerinud	d		A	pl n	0.0	0
vähendatud	vähendatud	0		A		1.0	1
vähendatud	vähendatud	0		A	sg n	0.0	0
vähendatud	vähendama	tud		V	tud	0.0	0
vähendatud	vähendatud	d		A	pl n	0.0	0
lordi	Lord	0		H	sg g	1.0	1
lordi	Lort	0		H	sg g	0.0	0
lordi	Lordi	0		H	sg g	0.0	0
märtinit	Märtin	t		H	sg p	1.0	1
märtinit	Märtini	t		H	sg p	0.0	0
tasakaalustatud	tasakaalustatud	0		A		1.0	1
tasakaalustatud	tasakaalustatud	0		A	sg n	0.0	0
tasakaalustatud	tasakaalustatud	d		A	pl n	0.0	0
tasakaalustatud	tasakaalustama	tud		V	tud	0.0	0
oligopolid	oligopol	d		S	pl n	1.0	1
oligopolid	oligopoli	d		S	pl n	0.0	0
shipyardi	Shipyard	0		H	sg g	1.0	1
shipyardi	Shipyardi	0		H	sg g	0.0	0
shipyardi	Shipyart	0		H	sg g	0.0	0
laivil	laiv	l		S	sg ad	1.0	1
laivil	laivi	l		S	sg ad	0.0	0
vanhanenil	Vanhanen	l		H	sg ad	1.0	1
vanhanenil	Vanhaneni	l		H	sg ad	0.0	0
ettiga	Etti	ga		H	sg kom	1.0	1
ettiga	Ett	ga		H	sg kom	0.0	0
landeri	Lander	0		H	sg g	1.0	1
landeri	Landeri	0		H	sg g	0.0	0
tulematajäänud	tulematajäänud	0		A		1.0	1
tulematajäänud	tulematajäänud	d		A	pl n	0.0	0
tulematajäänud	tulematajäänud	0		A	sg n	0.0	0
sõidutatud	sõidutama	tud		V	tud	1.0	1
sõidutatud	sõidutatud	d		A	pl n	0.0	0
sõidutatud	sõidutatud	0		A	sg n	0.0	0
sõidutatud	sõidutatud	0		A		0.0	0
lõõgastunud	lõõgastunud	0		A		1.0	1
lõõgastunud	lõõgastunud	d		A	pl n	0.0	0
lõõgastunud	lõõgastuma	nud		V	nud	0.0	0
lõõgastunud	lõõgastunud	0		A	sg n	0.0	0
püüdeta	püüe	ta		S	sg ab	1.0	1
püüdeta	püü	deta		S	pl ab	0.0	0
ülalesitatud	ülalesitatud	0		A		1.0	1
ülalesitatud	ülalesitatud	d		A	pl n	0.0	0
ülalesitatud	ülalesitatud	0		A	sg n	0.0	0
liigeldud	liiklema	dud		V	tud	1.0	1
liigeldud	liigeldud	d		A	pl n	0.0	0
liigeldud	liigeldud	0		A		0.0	0
liigeldud	liigeldud	0		A	sg n	0.0	0
põhja-atlandilt	Põhja-Atlant	lt		H	sg abl	1.0	1
põhja-atlandilt	Põhja-Atland	lt		H	sg abl	0.0	0
põhja-atlandilt	Põhja-Atlandi	lt		H	sg abl	0.0	0
reageeritud	reageerima	tud		V	tud	1.0	1
reageeritud	reageeritud	0		A	sg n	0.0	0
reageeritud	reageeritud	0		A		0.0	0
reageeritud	reageeritud	d		A	pl n	0.0	0
kurtnud	kurtma	nud		V	nud	1.0	1
kurtnud	kurtnud	d		A	pl n	0.0	0
kurtnud	kurtnud	0		A	sg n	0.0	0
kurtnud	kurtnud	0		A		0.0	0
spearmani	Spearman	0		H	sg g	1.0	1
spearmani	Spearmani	0		H	sg g	0.0	0
savile	Savi	le		H	sg all	1.0	1
savile	Sav	le		H	sg all	0.0	0
carignani	carignan	0		S	sg g	1.0	1
carignani	carignani	0		S	sg g	0.0	0
korjanud	korjama	nud		V	nud	1.0	1
korjanud	korjanud	0		A		0.0	0
korjanud	korjanud	0		A	sg n	0.0	0
korjanud	korjanud	d		A	pl n	0.0	0
elmeti	Elmet	0		H	sg g	1.0	1
elmeti	Elmeti	0		H	sg g	0.0	0
service-oriented	service-oriented	0		S	sg n	1.0	1
service-oriented	service-oriente	d		S	pl n	0.0	0
museumis	Museum	s		H	sg in	1.0	1
museumis	Museumi	s		H	sg in	0.0	0
kiiritatud	kiiritama	tud		V	tud	1.0	1
kiiritatud	kiiritatud	0		A	sg n	0.0	0
kiiritatud	kiiritatud	0		A		0.0	0
kiiritatud	kiiritatud	d		A	pl n	0.0	0
(eba)kindlus	kindlus	0		S	sg n	1.0	1
(eba)kindlus	ebakindlus	0		S	sg n	0.0	0
alase	Alas	0		H	sg g	1.0	1
alase	Alane	0		H	sg g	0.0	0
söestunud	söestunud	0		A		1.0	1
söestunud	söestuma	nud		V	nud	0.0	0
söestunud	söestunud	d		A	pl n	0.0	0
söestunud	söestunud	0		A	sg n	0.0	0
morarašil	Moraraš	l		H	sg ad	1.0	1
morarašil	Morarašš	l		H	sg ad	0.0	0
morarašil	Moraraši	l		H	sg ad	0.0	0
komplekteeritud	komplekteeritud	0		A		1.0	1
komplekteeritud	komplekteeritud	d		A	pl n	0.0	0
komplekteeritud	komplekteerima	tud		V	tud	0.0	0
komplekteeritud	komplekteeritud	0		A	sg n	0.0	0
tegeli	Tegel	0		H	sg g	1.0	1
tegeli	Tegeli	0		H	sg g	0.0	0
vene-türgi	Vene-Türgi	0		H	sg g	1.0	1
vene-türgi	Vene-Türk	0		H	sg g	0.0	0
vene-türgi	Vene-Türg	0		H	sg g	0.0	0
vidinshi	Vidinsh	0		H	sg g	1.0	1
vidinshi	Vidinshi	0		H	sg g	0.0	0
ärapääsnud	ärapääsnu	d		S	pl n	1.0	1
ärapääsnud	ärapääsnud	0		S	sg n	0.0	0
irrutatud	irrutama	tud		V	tud	1.0	1
irrutatud	irrutatud	0		A		0.0	0
irrutatud	irrutatud	0		A	sg n	0.0	0
irrutatud	irrutatud	d		A	pl n	0.0	0
vabanetud	vabanema	tud		V	tud	1.0	1
vabanetud	vabanetud	0		A		0.0	0
vabanetud	vabanetud	0		A	sg n	0.0	0
vabanetud	vabanetud	d		A	pl n	0.0	0
bournemouthis	Bournemouth	s		H	sg in	1.0	1
bournemouthis	Bournemouthi	s		H	sg in	0.0	0
tatinide	Tatini	de		H	pl g	1.0	1
tatinide	Tatinide	0		H	sg g	0.0	0
ülaltoodud	ülaltoodud	0		A		1.0	1
ülaltoodud	ülaltoodud	0		A	sg n	0.0	0
ülaltoodud	ülaltoodud	d		A	pl n	0.0	0
tõlkinud	tõlkima	nud		V	nud	1.0	1
tõlkinud	tõlkinud	d		A	pl n	0.0	0
tõlkinud	tõlkinud	0		A	sg n	0.0	0
tõlkinud	tõlkinud	0		A		0.0	0
barnardini	Barnardin	0		H	sg g	1.0	1
barnardini	Barnardini	0		H	sg g	0.0	0
karikeeritud	karikeeritud	0		A		1.0	1
karikeeritud	karikeerima	tud		V	tud	0.0	0
karikeeritud	karikeeritud	0		A	sg n	0.0	0
karikeeritud	karikeeritud	d		A	pl n	0.0	0
clashferni	Clashfern	0		H	sg g	1.0	1
clashferni	Clashferni	0		H	sg g	0.0	0
tunnistatud	tunnistama	tud		V	tud	1.0	1
tunnistatud	tunnistatud	0		A		0.0	0
tunnistatud	tunnistatud	0		A	sg n	0.0	0
tunnistatud	tunnistatud	d		A	pl n	0.0	0
söömiskohast	söömiskoht	st		S	sg el	1.0	1
söömiskohast	söömiskoha	st		S	sg el	0.0	0
kavastu	Kavastu	0		H	sg g	1.0	1
kavastu	Kavastud	0		H	sg g	0.0	0
likvideerinud	likvideerima	nud		V	nud	1.0	1
likvideerinud	likvideerinud	d		A	pl n	0.0	0
likvideerinud	likvideerinud	0		A		0.0	0
likvideerinud	likvideerinud	0		A	sg n	0.0	0
mokad	mokk	d		S	pl n	1.0	1
mokad	moka	d		S	pl n	0.0	0
küüditatud	küüditatud	0		A		1.0	1
küüditatud	küüditatud	d		A	pl n	0.0	0
küüditatud	küüditama	tud		V	tud	0.0	0
küüditatud	küüditatud	0		A	sg n	0.0	0
majutatud	majutama	tud		V	tud	1.0	1
majutatud	majutatud	0		A		0.0	0
majutatud	majutatud	0		A	sg n	0.0	0
majutatud	majutatud	d		A	pl n	0.0	0
ülepakutud	ülepakutud	0		A		1.0	1
ülepakutud	ülepakutud	0		A	sg n	0.0	0
ülepakutud	ülepakutud	d		A	pl n	0.0	0
villast	villa	st		S	sg el	1.0	1
villast	vill	st		S	sg el	0.0	0
glükosinolaadid	glükosinolaat	d		S	pl n	1.0	1
glükosinolaadid	glükosinolaad	d		S	pl n	0.0	0
tundmatusse	tundmatus	se		S	adt	1.0	1
tundmatusse	tundmatu	sse		S	sg ill	0.0	0
õud	õud	0		S	sg n	1.0	1
õud	õud	d		S	pl n	0.0	0
pindu	pind	u		S	pl p	1.0	1
pindu	pind	0		S	sg p	0.0	0
motiveeritud	motiveeritud	0		A		1.0	1
motiveeritud	motiveeritud	0		A	sg n	0.0	0
motiveeritud	motiveeritud	d		A	pl n	0.0	0
motiveeritud	motiveerima	tud		V	tud	0.0	0
inspiiriumis	inspiirium	s		S	sg in	1.0	1
inspiiriumis	inspiiriumi	s		S	sg in	0.0	0
kaši	Kaš	0		H	sg g	1.0	1
kaši	Kaši	0		H	sg g	0.0	0
kaši	Kašš	0		H	sg g	0.0	0
sumbunud	sumbuma	nud		V	nud	1.0	1
sumbunud	sumbunud	0		A	sg n	0.0	0
sumbunud	sumbunud	0		A		0.0	0
sumbunud	sumbunud	d		A	pl n	0.0	0
kohendanud-kommenteerinud	kohendanud-kommenteerima	nud		V	nud	1.0	1
kohendanud-kommenteerinud	kohendanud-kommenteerinud	d		A	pl n	0.0	0
kohendanud-kommenteerinud	kohendanud-kommenteerinud	0		A		0.0	0
kohendanud-kommenteerinud	kohendanud-kommenteerinud	0		A	sg n	0.0	0
ennusti	ennusti	0		S	sg g	1.0	1
ennusti	ennust	0		S	sg g	0.0	0
koidula-underi	Koidula-Under	0		H	sg g	1.0	1
koidula-underi	Koidula-Underi	0		H	sg g	0.0	0
edenenud	edenenud	0		A		1.0	1
edenenud	edenenud	0		A	sg n	0.0	0
edenenud	edenenud	d		A	pl n	0.0	0
edenenud	edenema	nud		V	nud	0.0	0
sureni	Suren	0		H	sg g	1.0	1
sureni	Sureni	0		H	sg g	0.0	0
mohammed	Mohammed	0		H	sg n	1.0	1
mohammed	Mohamme	d		H	pl n	0.0	0
maistega	Maiste	ga		H	sg kom	1.0	1
maistega	Maine	tega		H	pl kom	0.0	0
kõmatanud	kõmatama	nud		V	nud	1.0	1
kõmatanud	kõmatanud	0		A		0.0	0
kõmatanud	kõmatanud	0		A	sg n	0.0	0
kõmatanud	kõmatanud	d		A	pl n	0.0	0
äikesele	äike	le		S	sg all	1.0	1
äikesele	äikene	le		S	sg all	0.0	0
kuulutama	kuulutama	ma		V	ma	1.0	1
kuulutama	kuuluma	tama		V	tama	0.0	0
vene-jaapani	Vene-Jaapani	0		H	sg g	1.0	1
vene-jaapani	Vene-Jaapan	0		H	sg g	0.0	0
ungern-sternbergist	Ungern-Sternberg	st		H	sg el	1.0	1
ungern-sternbergist	Ungern-Sternbergi	st		H	sg el	0.0	0
nohtšid	nohtš	d		S	pl n	1.0	1
nohtšid	nohtši	d		S	pl n	0.0	0
nohtšid	nohtšid	0		S	sg n	0.0	0
automi	Autom	0		H	sg g	1.0	1
automi	Automi	0		H	sg g	0.0	0
juurdetoodud	juurdetoodud	0		A		1.0	1
juurdetoodud	juurdetoodud	0		A	sg n	0.0	0
juurdetoodud	juurdetoodud	d		A	pl n	0.0	0
sidekoestunud	sidekoestuma	nud		V	nud	1.0	1
sidekoestunud	sidekoestunud	0		A		0.0	0
sidekoestunud	sidekoestunud	d		A	pl n	0.0	0
sidekoestunud	sidekoestunud	0		A	sg n	0.0	0
canadiensi	Canadiens	0		H	sg g	1.0	1
canadiensi	Canadiensi	0		H	sg g	0.0	0
canadiensi	Canadienss	0		H	sg g	0.0	0
teisegi	teine	0	gi	P	sg g	1.0	1
teisegi	teine	0	gi	O	sg g	0.0	0
jäätunud	jäätunud	0		A		1.0	1
jäätunud	jäätuma	nud		V	nud	0.0	0
jäätunud	jäätunud	d		A	pl n	0.0	0
jäätunud	jäätunud	0		A	sg n	0.0	0
munenud	munema	nud		V	nud	1.0	1
munenud	munenud	d		A	pl n	0.0	0
munenud	munenud	0		A	sg n	0.0	0
munenud	munenud	0		A		0.0	0
tosici	Tosic	0		H	sg g	1.0	1
tosici	Tosici	0		H	sg g	0.0	0
taganttorgitud	taganttorgitud	0		A		1.0	1
taganttorgitud	taganttorgitud	0		A	sg n	0.0	0
taganttorgitud	taganttorgitud	d		A	pl n	0.0	0
üleelatud	üleelatud	0		A		1.0	1
üleelatud	üleelatud	d		A	pl n	0.0	0
üleelatud	üleelatud	0		A	sg n	0.0	0
personaliseeritud	personaliseeritud	0		A		1.0	1
personaliseeritud	personaliseeritud	d		A	pl n	0.0	0
personaliseeritud	personaliseeritud	0		A	sg n	0.0	0
personaliseeritud	personaliseerima	tud		V	tud	0.0	0
bastardid	bastard	d		S	pl n	1.0	1
bastardid	bastardi	d		S	pl n	0.0	0
bastardid	bastart	d		S	pl n	0.0	0
weyrauchi	Weyrauch	0		H	sg g	1.0	1
weyrauchi	Weyrauchi	0		H	sg g	0.0	0
kaeraga	Kaer	ga		H	sg kom	1.0	1
kaeraga	Kaera	ga		H	sg kom	0.0	0
riietatud	riietatud	0		A		1.0	1
riietatud	riietatud	d		A	pl n	0.0	0
riietatud	riietatud	0		A	sg n	0.0	0
riietatud	riietama	tud		V	tud	0.0	0
külvatud	külvatud	0		A		1.0	1
külvatud	külvatud	0		A	sg n	0.0	0
külvatud	külvama	tud		V	tud	0.0	0
külvatud	külvatud	d		A	pl n	0.0	0
lakutud	lakutud	0		A		1.0	1
lakutud	lakutud	d		A	pl n	0.0	0
lakutud	lakkuma	tud		V	tud	0.0	0
lakutud	lakutud	0		A	sg n	0.0	0
uustulnukat	uustulnukas	t		S	sg p	1.0	1
uustulnukat	uustulnuk	t		S	sg p	0.0	0
mullaga	muld	ga		S	sg kom	1.0	1
mullaga	mulla	ga		S	sg kom	0.0	0
beckeri	Becker	0		H	sg g	1.0	1
beckeri	Beckeri	0		H	sg g	0.0	0
replicated	replicated	0		S	sg n	1.0	1
replicated	replicate	d		S	pl n	0.0	0
väljakirjutatud	väljakirjutatud	0		A		1.0	1
väljakirjutatud	väljakirjutatud	d		A	pl n	0.0	0
väljakirjutatud	väljakirjutatud	0		A	sg n	0.0	0
platvorm-buutsid	platvorm-buuts	d		S	pl n	1.0	1
platvorm-buutsid	platvorm-buutsid	0		S	sg n	0.0	0
platvorm-buutsid	platvorm-buutsi	d		S	pl n	0.0	0
tevezi	Tevezi	0		H	sg g	1.0	1
tevezi	Tevez	0		H	sg g	0.0	0
pisikesele	pisike	le		A	sg all	1.0	1
pisikesele	pisikene	le		A	sg all	0.0	0
triipkoodiga	triipkood	ga		S	sg kom	1.0	1
triipkoodiga	triipkoot	ga		S	sg kom	0.0	0
guinnessi	Guinness	0		H	sg g	1.0	1
guinnessi	Guinnessi	0		H	sg g	0.0	0
maadelnud	maadelnud	0		A		1.0	1
maadelnud	maadelnud	d		A	pl n	0.0	0
maadelnud	maadelnud	0		A	sg n	0.0	0
maadelnud	maadlema	nud		V	nud	0.0	0
poolavatud	poolavatud	0		A		1.0	1
poolavatud	poolavatud	d		A	pl n	0.0	0
poolavatud	poolavatud	0		A	sg n	0.0	0
clubis	Club	s		H	sg in	1.0	1
clubis	Clubi	s		H	sg in	0.0	0
changanist	Changan	st		H	sg el	1.0	1
changanist	Changani	st		H	sg el	0.0	0
vaoshoitud	vaoshoitud	0		A		1.0	1
vaoshoitud	vaoshoitud	d		A	pl n	0.0	0
vaoshoitud	vaoshoitud	0		A	sg n	0.0	0
kokkusurutud	kokkusurutud	0		A		1.0	1
kokkusurutud	kokkusurutud	0		A	sg n	0.0	0
kokkusurutud	kokkusurutud	d		A	pl n	0.0	0
sulge	sulg	0		S	sg p	1.0	1
sulge	sulg	e		S	pl p	0.0	0
kanoniseeritud	kanoniseeritud	0		A		1.0	1
kanoniseeritud	kanoniseerima	tud		V	tud	0.0	0
kanoniseeritud	kanoniseeritud	0		A	sg n	0.0	0
kanoniseeritud	kanoniseeritud	d		A	pl n	0.0	0
kronose	Kronos	0		H	sg g	1.0	1
kronose	Kronose	0		H	sg g	0.0	0
varju	vari	0		S	sg p	1.0	1
varju	vari	u		S	pl p	0.0	0
standardiks	standard	ks		S	sg tr	1.0	1
standardiks	standart	ks		S	sg tr	0.0	0
käibinud	käibima	nud		V	nud	1.0	1
käibinud	käibinud	0		A	sg n	0.0	0
käibinud	käibinud	0		A		0.0	0
käibinud	käibinud	d		A	pl n	0.0	0
vahetud	vahetu	d		A	pl n	1.0	1
vahetud	vahetuma	d		V	d	0.0	0
pikaverest	Pikavere	st		H	sg el	1.0	1
pikaverest	Pikaveri	st		H	sg el	0.0	0
austatud	austatud	0		A		1.0	1
austatud	austatud	0		A	sg n	0.0	0
austatud	austatud	d		A	pl n	0.0	0
austatud	austama	tud		V	tud	0.0	0
noorukesel	nooruke	l		A	sg ad	1.0	1
noorukesel	noorukene	l		A	sg ad	0.0	0
koffid	Koff	d		H	pl n	1.0	1
koffid	Koffid	0		H	sg n	0.0	0
koffid	Koffi	d		H	pl n	0.0	0
äsjasadanud	äsjasadanud	0		A		1.0	1
äsjasadanud	äsjasadanud	0		A	sg n	0.0	0
äsjasadanud	äsjasadanud	d		A	pl n	0.0	0
daumani	Dauman	0		H	sg g	1.0	1
daumani	Daumani	0		H	sg g	0.0	0
isetehtud	isetehtud	0		A		1.0	1
isetehtud	isetehtud	0		A	sg n	0.0	0
isetehtud	isetehtud	d		A	pl n	0.0	0
jõulupeol	jõulupidu	l		S	sg ad	1.0	1
jõulupeol	jõulupeo	l		S	sg ad	0.0	0
munga	Munga	0		H	sg g	1.0	1
munga	Munk	0		H	sg g	0.0	0
vahistatud	vahistama	tud		V	tud	1.0	1
vahistatud	vahistatud	d		A	pl n	0.0	0
vahistatud	vahistatud	0		A		0.0	0
vahistatud	vahistatud	0		A	sg n	0.0	0
süda-tatari	Süda-Tatari	0		H	sg g	1.0	1
süda-tatari	Süda-Tatar	0		H	sg g	0.0	0
valtsoni	Valtson	0		H	sg g	1.0	1
valtsoni	Valtsoni	0		H	sg g	0.0	0
toiminud	toimima	nud		V	nud	1.0	1
toiminud	toiminud	0		A	sg n	0.0	0
toiminud	toiminud	0		A		0.0	0
toiminud	toiminud	d		A	pl n	0.0	0
greeni	Green	0		H	sg g	1.0	1
greeni	Greeni	0		H	sg g	0.0	0
haideril	Haider	l		H	sg ad	1.0	1
haideril	Haideri	l		H	sg ad	0.0	0
imestunud	imestunud	0		A		1.0	1
imestunud	imestunud	0		A	sg n	0.0	0
imestunud	imestuma	nud		V	nud	0.0	0
imestunud	imestunud	d		A	pl n	0.0	0
rivistunud	rivistuma	nud		V	nud	1.0	1
rivistunud	rivistunud	d		A	pl n	0.0	0
rivistunud	rivistunud	0		A	sg n	0.0	0
rivistunud	rivistunud	0		A		0.0	0
esilekutsutud	esilekutsutud	0		A		1.0	1
esilekutsutud	esilekutsutud	d		A	pl n	0.0	0
esilekutsutud	esilekutsutud	0		A	sg n	0.0	0
underi	Under	0		H	sg g	1.0	1
underi	Underi	0		H	sg g	0.0	0
vääratanud	vääratama	nud		V	nud	1.0	1
vääratanud	vääratanud	0		A		0.0	0
vääratanud	vääratanud	0		A	sg n	0.0	0
vääratanud	vääratanud	d		A	pl n	0.0	0
karvoneni	Karvonen	0		H	sg g	1.0	1
karvoneni	Karvoneni	0		H	sg g	0.0	0
võõrandunud	võõranduma	nud		V	nud	1.0	1
võõrandunud	võõrandunud	d		A	pl n	0.0	0
võõrandunud	võõrandunud	0		A	sg n	0.0	0
võõrandunud	võõrandunud	0		A		0.0	0
ühtede	üks	de		P	pl g	1.0	1
ühtede	üks	de		N	pl g	0.0	0
genereeritud	genereeritud	0		A		1.0	1
genereeritud	genereeritud	d		A	pl n	0.0	0
genereeritud	genereerima	tud		V	tud	0.0	0
genereeritud	genereeritud	0		A	sg n	0.0	0
värvunud	värvuma	nud		V	nud	1.0	1
värvunud	värvunud	0		A	sg n	0.0	0
värvunud	värvunud	0		A		0.0	0
värvunud	värvunud	d		A	pl n	0.0	0
vastkoorunud	vastkoorunud	0		A		1.0	1
vastkoorunud	vastkoorunud	d		A	pl n	0.0	0
vastkoorunud	vastkoorunud	0		A	sg n	0.0	0
määrinud	määrima	nud		V	nud	1.0	1
määrinud	määrinud	d		A	pl n	0.0	0
määrinud	määrinud	0		A		0.0	0
määrinud	määrinud	0		A	sg n	0.0	0
austria-ungarit	Austria-Ungari	t		H	sg p	1.0	1
austria-ungarit	Austria-Ungar	t		H	sg p	0.0	0
zesti	zest	0		S	sg g	1.0	1
zesti	zesti	0		S	sg g	0.0	0
ruuveni	Ruuven	0		H	sg g	1.0	1
ruuveni	Ruuveni	0		H	sg g	0.0	0
kristjansi	Kristjans	0		H	sg g	1.0	1
kristjansi	Kristjansi	0		H	sg g	0.0	0
parcivali	Parcival	0		H	sg g	1.0	1
parcivali	Parcivali	0		H	sg g	0.0	0
nasdaqi	Nasdaq	0		H	sg g	1.0	1
nasdaqi	Nasdaqi	0		H	sg g	0.0	0
näidud	näit	d		S	pl n	1.0	1
näidud	näidu	d		S	pl n	0.0	0
kõrvalejäänud	kõrvalejäänud	0		A		1.0	1
kõrvalejäänud	kõrvalejäänud	0		A	sg n	0.0	0
kõrvalejäänud	kõrvalejäänud	d		A	pl n	0.0	0
raskendatud	raskendama	tud		V	tud	1.0	1
raskendatud	raskendatud	0		A		0.0	0
raskendatud	raskendatud	d		A	pl n	0.0	0
raskendatud	raskendatud	0		A	sg n	0.0	0
heimtali	Heimtali	0		H	sg g	1.0	1
heimtali	Heimtal	0		H	sg g	0.0	0
neetud	needma	tud		V	tud	1.0	1
neetud	neetud	0		A		0.0	0
neetud	neetud	d		A	pl n	0.0	0
neetud	neetud	0		A	sg n	0.0	0
avaaristanis	Avaaristan	s		H	sg in	1.0	1
avaaristanis	Avaaristani	s		H	sg in	0.0	0
päikesele	päike	le		S	sg all	1.0	1
päikesele	päikene	le		S	sg all	0.0	0
kulu	kulu	0		S	sg g	1.0	1
kulu	kulg	0		S	sg g	0.0	0
šokeeritud	šokeerima	tud		V	tud	1.0	1
šokeeritud	šokeeritud	d		A	pl n	0.0	0
šokeeritud	šokeeritud	0		A		0.0	0
šokeeritud	šokeeritud	0		A	sg n	0.0	0
osaletud	osalema	tud		V	tud	1.0	1
osaletud	osaletud	0		A		0.0	0
osaletud	osaletud	d		A	pl n	0.0	0
osaletud	osaletud	0		A	sg n	0.0	0
ellipsoidi	ellipsoit	0		S	sg g	1.0	1
ellipsoidi	ellipsoidi	0		S	sg g	0.0	0
loovutanud	loovutanud	0		A		1.0	1
loovutanud	loovutama	nud		V	nud	0.0	0
loovutanud	loovutanud	d		A	pl n	0.0	0
loovutanud	loovutanud	0		A	sg n	0.0	0
pandzabid	pandzab	d		S	pl n	1.0	1
pandzabid	pandzabi	d		S	pl n	0.0	0
talebaniga	Taleban	ga		H	sg kom	1.0	1
talebaniga	Talebani	ga		H	sg kom	0.0	0
veeretama	veeretama	ma		V	ma	1.0	1
veeretama	veerema	tama		V	tama	0.0	0
videosalvestatud	videosalvestatud	0		A		1.0	1
videosalvestatud	videosalvestatud	0		A	sg n	0.0	0
videosalvestatud	videosalvestatud	d		A	pl n	0.0	0
tadeusi	Tadeus	0		H	sg g	1.0	1
tadeusi	Tadeusi	0		H	sg g	0.0	0
tederi	Teder	0		H	sg g	1.0	1
tederi	Tederi	0		H	sg g	0.0	0
kaveri	Kaver	0		H	sg g	1.0	1
kaveri	Kaveri	0		H	sg g	0.0	0
seksoundi	Seksound	0		H	sg g	1.0	1
seksoundi	Seksoundi	0		H	sg g	0.0	0
seksoundi	Seksount	0		H	sg g	0.0	0
kellena	kes	na		P	sg es	1.0	1
kellena	kes	na		P	pl es	0.0	0
pringi	Prink	0		H	sg g	1.0	1
pringi	Pring	0		H	sg g	0.0	0
pringi	Pringi	0		H	sg g	0.0	0
vettinud	vettinud	0		A		1.0	1
vettinud	vettinud	0		A	sg n	0.0	0
vettinud	vettinud	d		A	pl n	0.0	0
vettinud	vettima	nud		V	nud	0.0	0
seninähtud	seninähtud	0		A		1.0	1
seninähtud	seninähtud	0		A	sg n	0.0	0
seninähtud	seninähtud	d		A	pl n	0.0	0
rusuks	rusu	ks		S	sg tr	1.0	1
rusuks	rusk	ks		S	sg tr	0.0	0
maikeni	Maiken	0		H	sg g	1.0	1
maikeni	Maikeni	0		H	sg g	0.0	0
hopwood	Hopwood	0		H	sg n	1.0	1
hopwood	Hopwoo	d		H	pl n	0.0	0
kostitanud	kostitama	nud		V	nud	1.0	1
kostitanud	kostitanud	d		A	pl n	0.0	0
kostitanud	kostitanud	0		A		0.0	0
kostitanud	kostitanud	0		A	sg n	0.0	0
mittedetermineeritud	mittedetermineeritud	0		A		1.0	1
mittedetermineeritud	mittedetermineeritud	0		A	sg n	0.0	0
mittedetermineeritud	mittedetermineeritud	d		A	pl n	0.0	0
antverpenis	Antverpen	s		H	sg in	1.0	1
antverpenis	Antverpeni	s		H	sg in	0.0	0
megavahatatud	megavahatatud	0		A		1.0	1
megavahatatud	megavahatatud	d		A	pl n	0.0	0
megavahatatud	megavahatatud	0		A	sg n	0.0	0
jõukurist	jõukur	st		S	sg el	1.0	1
jõukurist	jõukuri	st		S	sg el	0.0	0
ruutudes	ruut	des		S	pl in	1.0	1
ruutudes	ruutu	des		S	pl in	0.0	0
glassiga	Glass	ga		H	sg kom	1.0	1
glassiga	Glassi	ga		H	sg kom	0.0	0
formuleeritud	formuleeritud	0		A		1.0	1
formuleeritud	formuleeritud	d		A	pl n	0.0	0
